"filename", "language", "JavaScript", "JavaScript JSX", "XML", "TypeScript", "SCSS", "JSON with Comments", "JSON", "Ignore", "Markdown", "HTML", "comment", "blank", "total"
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Crud/Crud.jsx", "JavaScript JSX", 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30, 292
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Crud/Crud.scss", "SCSS", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Crud/ModalDelete/ModalDelete.jsx", "JavaScript JSX", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 91
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Crud/ModalDelete/ModalDelete.scss", "SCSS", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 2, 9, 69
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Crud/ModalFormCreate/ModalFormCreate.jsx", "JavaScript JSX", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 124
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Crud/ModalFormCreate/ModalFormCreate.scss", "SCSS", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 1, 7, 76
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Crud/ModalFormPatch/ModalFormPatch.jsx", "JavaScript JSX", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 137
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Crud/ModalFormPatch/ModalFormPatch.scss", "SCSS", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 1, 7, 77
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Crud/Toolbar/Toolbar.jsx", "JavaScript JSX", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Crud/Toolbar/Toolbar.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 2, 6
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Dashboard/Dashboard.jsx", "JavaScript JSX", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Dashboard/Dashboard.scss", "SCSS", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 1, 4, 22
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Error/Error.jsx", "JavaScript JSX", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Error/Error.scss", "SCSS", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 3, 31
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/FormTemplate/FormTemplate.jsx", "JavaScript JSX", 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 27, 11, 209
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/FormTemplate/FormTemplate.scss", "SCSS", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 14, 111
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/Features/Features.jsx", "JavaScript JSX", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/Features/Features.scss", "SCSS", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 7, 48
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/Footer/Footer.jsx", "JavaScript JSX", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/Footer/Footer.scss", "SCSS", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/Header/Header.jsx", "JavaScript JSX", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/Header/Header.scss", "SCSS", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 5, 38
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/HomeMenu/HomeMenu.jsx", "JavaScript JSX", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 105
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/HomeMenu/HomeMenu.scss", "SCSS", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 8, 60
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/Homepage.jsx", "JavaScript JSX", 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 11, 19, 133
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/Homepage.scss", "SCSS", 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 15, 93
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/LegalNotice/LegalNotice.jsx", "JavaScript JSX", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 82
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/LegalNotice/LegalNotice.scss", "SCSS", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 7, 73
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/Presentation/Presentation.jsx", "JavaScript JSX", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 33
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/Presentation/Presentation.scss", "SCSS", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 8, 57
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/TeamMembers/TeamMembers.jsx", "JavaScript JSX", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Homepage/TeamMembers/TeamMembers.scss", "SCSS", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 9, 66
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Loader/Loader.jsx", "JavaScript JSX", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Loader/Loader.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 2, 6
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Login/Login.jsx", "JavaScript JSX", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 77
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Login/Login.scss", "SCSS", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 5, 39
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Page/Page.jsx", "JavaScript JSX", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 60
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Page/Page.scss", "SCSS", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 4, 36
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/ProtectedRoute/ProtectedRoute.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/ProtectedRoute/ProtectedRoute.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 2, 6
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Sidebar/Sidebar.jsx", "JavaScript JSX", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 91
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/components/Sidebar/Sidebar.scss", "SCSS", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 15, 113
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/crudsConfig/crudsConfig.jsx", "JavaScript JSX", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 135
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/formsConfig/brandFormConfig.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/formsConfig/categoryFormConfig.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/formsConfig/homeFormsConfig.js", "JavaScript", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 135
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/formsConfig/loginFormConfig.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/formsConfig/organizationFormConfig.js", "JavaScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 79
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/formsConfig/productFormConfig.js", "JavaScript", 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 146
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/formsConfig/structureFormConfig.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/formsConfig/userFormConfig.js", "JavaScript", 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 178
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/homedatas.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 46
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/hooks/hooks.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/main.jsx", "JavaScript JSX", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/middlewares/entitiesMiddleware.js", "JavaScript", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 130
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/middlewares/homeformMiddleware.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/middlewares/userMiddleware.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/reducers/combinedReducers.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/reducers/entitiesReducer.js", "JavaScript", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/reducers/modalReducer.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/reducers/userReducer.js", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 54
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/routes/routes.jsx", "JavaScript JSX", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 119
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/services/projectApi.jsx", "JavaScript JSX", 0, 297, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 318
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/store/store.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 41
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/styles/_reset.scss", "SCSS", 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 3, 10, 160
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/styles/_variables.scss", "SCSS", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 2, 7, 27
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/styles/index.scss", "SCSS", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/utils/entitySelector.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 1, 26
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/tsconfig.node.json", "JSON", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Applications/MAMP/htdocs/PROJET14/projet-14-gestion-logistique-front/vite.config.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 2, 8
"Total", "-", 1120, 2017, 4, 5, 1098, 25, 96, 27, 226, 24, 142, 633, 5417
